NOG04000	5101440	924137
NOG04001	922338	5102844
NOG04002	924526	5104722
NOG04003	5102879	925443
NOG04004	922112	5099739
NOG04005	923216	5101152
NOG04006	5102237	924828
NOG04007	921823	5102712
NOG04008	924454	5104788
NOG04009	921441	5103510
NOG04010	5100599	923691
NOG04011	922264	5104031
NOG04012	5099435	922797
NOG04013	923346	5099955
NOG04014	5100941	925068
NOG04015	5101153	922303
NOG04016	921607	5103774
NOG04017	923728	5100466
NOG04018	5102024	922929
NOG04019	924820	5104801
NOG04020	5106390	922533
NOG04021	5102467	924512
NOG04022	920965	5106327
NOG04023	5102760	921505	5106653	922593	5106160	5105121
NOG04024	924879	5102363
NOG04025	5104715	924228
NOG04026	5104458	924658
NOG04027	5104162	925512
NOG04028	5105959	923841
NOG04029	921079	5104309
NOG04030	5099843	921255
NOG04031	923933	5106186
NOG04032	5099579	922087
NOG04033	5103424	922415
NOG04034	925419	5106522
NOG04035	5104667	924287
NOG04036	5106086	925462
NOG04037	924623	5100054
NOG04038	5103252	925011
NOG04039	923081	5103940
NOG04040	5103328	924892
NOG04041	5102977	921713
NOG04042	5100868	923752
NOG04043	924129	5100105
NOG04044	924949	5101096
NOG04045	5106382	924924
NOG04046	5100138	923095
NOG04047	5104317	921282
NOG04048	923097	5100021
NOG04049	5103417	923959
NOG04050	923510	5105921
NOG04051	5101254	923517
NOG04052	5104528	923033
NOG04053	5102094	921268
NOG04054	5104155	921275
NOG04055	925027	5103525
NOG04056	925310	5103064
NOG04057	923662	5102698
NOG04058	5105436	925343
NOG04059	5102940	924016
NOG04060	924487	5102098
NOG04061	923102	5100015
NOG04062	5104917	925350
NOG04063	923271	5099458
NOG04064	921289	5102064
NOG04065	5102841	922340
NOG04066	923052	5104415
NOG04067	920933	5100834
NOG04068	923836	5102735
NOG04069	5106104	925651
NOG04070	5102744	923941
NOG04071	923197	5103013
NOG04072	925026	5101420
NOG04073	922624	5105766
NOG04074	925659	5100946
NOG04075	5102574	922826
NOG04076	923557	5100558
NOG04077	5104201	921595
NOG04078	925436	5105012
NOG04079	924397	5101697
NOG04080	5100686	925360
NOG04081	5103474	922281
NOG04082	921424	5100459
NOG04083	5102376	923723
NOG04084	922157	5105364
NOG04085	5099519	922755
NOG04086	923948	5106379
NOG04087	920872	5102247
NOG04088	922187	5100480
NOG04089	923609	5106599
NOG04090	5100726	921647
NOG04091	5105078	921271
NOG04092	924345	5104924
NOG04093	923508	5105919
NOG04094	5102004	921806
NOG04095	921451	5102030
NOG04096	925015	5099735
NOG04097	5101818	921506	5100756	5106049	920816	5099992	5102827	920867	5103770	5105110	920840
NOG04098	924388	5105914
NOG04099	5099354	924009
NOG04100	5105548	925515
NOG04101	5103177	925008
NOG04102	5104451	923417
NOG04103	5100619	923461
NOG04104	925517	5099648
NOG04105	5105488	923676
NOG04106	921240	5099441
NOG04107	5099951	922165
NOG04108	5100313	925160
NOG04109	5104735	923341
NOG04110	5105670	924960
NOG04111	5101048	922976
NOG04112	5106567	921973
NOG04113	5106238	922090
NOG04114	5106316	925110
NOG04115	5101248	923597
NOG04116	925208	5102391
NOG04117	5101421	924943
NOG04118	921535	5099965
NOG04119	924411	5100232
NOG04120	5101648	922768
NOG04121	5104911	925374
NOG04122	921167	5104793
NOG04123	5101280	923376
NOG04124	924576	5105536
NOG04125	5101361	923353
NOG04127	924854	5105259
NOG04128	922067	5105863
NOG04129	924067	5106587
NOG04130	5102491	923706
NOG04131	924208	5104741
NOG04132	922839	5104541
NOG04133	5101372	924521
NOG04134	5099669	925144
NOG04135	5099677	923004
NOG04136	925391	5099366
NOG04137	923131	5105731
NOG04138	923362	5102816
NOG04139	924937	5106154
NOG04140	920942	5105420
NOG04141	923478	5105980
NOG04142	5101994	922631
NOG04143	5105993	925129
NOG04144	5105696	923975
NOG04145	922992	5105971
NOG04146	5099706	924029
NOG04147	920957	5100453
NOG04148	5105238	922055
NOG04149	921862	5101187
NOG04150	923917	5103294
NOG04151	5103345	922011
NOG04152	5106280	922101
NOG04153	5103602	923407
NOG04154	5099506	924711
NOG04155	5102522	921460
NOG04156	921623	5106159
NOG04157	920877	5105432
NOG04158	924755	5104685
NOG04159	923954	5102116
NOG04160	5100987	921590
NOG04161	5104154	921274
NOG04162	5099563	923398
NOG04163	5099875	921327
NOG04164	5105091	922238
NOG04165	922813	5102603
NOG04166	5103575	924507
NOG04167	5105449	921842
NOG04168	5103444	924698
NOG04169	925321	5101999
NOG04170	5105829	922292
NOG04171	920921	5103765
NOG04172	923301	5099566
NOG04173	924700	5104804
NOG04174	5101798	921242
NOG04175	923673	5105491
NOG04176	925444	5102878
NOG04177	921006	5105410
NOG04178	5101144	920876
