NOG00001	3469510	6535	3025209
NOG00002	3024427	4863	3470581
NOG00003	4893	3025166	3470524
NOG00004	3936	3025517	3469668
NOG00005	5712	3469553	6874	3024251	3024250
NOG00006	3025519	3470471	5534
NOG00007	3469580	3025231	4397
NOG00008	4571	3024875	3470677
NOG00009	4475	3024272	3470405
NOG00010	3024463	4323	3470440
NOG00011	3470654	4661	3024517
NOG00012	3470197	3025250	4352
NOG00013	3470311	6131	3024511
NOG00014	3470673	5528	3024733	6122
NOG00015	3470562	5183	3024654
NOG00016	3024616	6619	3470619
NOG00017	3470499	4811	3025643
NOG00018	5936	3469958	3025448
NOG00019	3470355	3024887	4445
NOG00020	5427	3025646	3470501
NOG00021	3024500	3469740	5675
NOG00022	3470084	3024720	6955
NOG00023	5217	3025211	3470113
NOG00024	3470468	4662	3024930
NOG00025	3469919	3025303	6513
NOG00026	5235	3469514	3024457
NOG00027	3024185	4897	3469812
NOG00028	3025311	4128	3470659
NOG00029	3471084	3025414	4920
NOG00030	3470603	3024760	5492
NOG00031	3633	3024608	3469490
NOG00032	3024198	3470411	5397
NOG00033	3471054	3024263	3948
NOG00034	5468	3470852	3024280
NOG00035	5191	3470224	3024986
NOG00036	3024844	3470331	5187
NOG00037	5505	3470137	3025059
NOG00038	3710	3025423	3470767
NOG00039	6239	3469965	3024318
NOG00040	3470772	5715	3025272
NOG00041	3024462	3469774	4964
NOG00042	3469611	4133	3025145
NOG00043	3025476	4951	4806	3470481
NOG00044	3025072	5231	3469886
NOG00045	5081	3024623	3470101
NOG00046	3024734	5529	3470672	6123
NOG00047	5685	3024876	3470678
NOG00048	3025169	5925	3470567
NOG00049	4992	3470076	3024438
NOG00050	6126	3025443	3470800
NOG00051	5510	3470493	3025637
NOG00052	3024507	6741	3470307
NOG00053	4708	3024262	3471055
NOG00054	3470275	6759	3024414
NOG00055	3469956	5481	3024372
NOG00056	6561	3025142	3470924
NOG00057	6622	3470122	3025003
NOG00058	3470142	3025249	4460
NOG00059	3025628	3470769	6747
NOG00060	3024718	5220	3470031
NOG00061	3469853	3024291	5976
NOG00062	3469525	3024588	5833
NOG00063	3025557	3470151	4967
NOG00064	3470908	3024132	4045
NOG00065	3024807	5594	3469795
NOG00066	5043	3024672	3470343
NOG00067	3471017	3024765	4512
NOG00068	3471028	3025185	6127
NOG00069	3470889	6705	3025335
NOG00070	6849	3470280	3024750
NOG00071	3470594	5436	3024321
NOG00072	4914	3025292	3469942
NOG00073	4959	3469989	3024346
NOG00074	3025604	3469645	4044
NOG00075	3470184	6814	3024774
NOG00076	3470893	6795	3024363
NOG00077	3025398	4937	3471068
NOG00078	3024328	3469698	4286
NOG00079	6908	3024167	3470897
NOG00080	3469854	4818	3024292
NOG00081	3024145	3470516	5214
NOG00082	3469767	3024398	5257
NOG00083	6786	3470748	3025172
NOG00084	3471090	3025527	4494
NOG00085	6350	3024758	3469911
NOG00086	6659	3470067	3024159
NOG00087	6823	3470297	3025138
NOG00088	4406	3470096	3025661
NOG00089	4428	3024931	3470469
NOG00090	6640	3470433	3025286
NOG00091	3470611	5202	3024331
NOG00092	6149	3470693	3024584
NOG00093	3024226	3471066	6977
NOG00094	3024187	6507	3470995
NOG00095	3024525	5658	3470260
NOG00096	4043	3024530	3470186
NOG00097	3470765	5857	3025156
NOG00098	3470627	5583	3024122
NOG00099	3469894	4819	3024662
NOG00100	3634	3470437	3024803
NOG00101	3025320	3881	3470968
NOG00102	3024389	3470420	4346
NOG00103	4707	3025339	3469953
NOG00104	3024219	4431	3470181
NOG00105	3469735	3792	3025018
NOG00106	3469582	3025229	4395
NOG00107	3024248	5391	3469551
NOG00108	3469861	3024301	6853
NOG00109	3025179	5281	3470225
NOG00110	3025470	4409	3469733
NOG00111	3469562	3024751	5478
NOG00112	3024233	3469679	6135
NOG00113	3025471	4950	3469732
NOG00114	5277	3025187	3470300
NOG00115	4958	3024727	3470119
NOG00116	3470027	3025327	5520
NOG00117	3469841	3866	3025577
NOG00118	4949	3024895	3469665
NOG00119	3024377	4602	3469907
NOG00120	5497	3024345	3469991
NOG00121	3470563	3024819	6789
NOG00122	3025411	4923	3471081
NOG00123	3469552	3024249	5392
NOG00124	3469982	5552	3024692
NOG00125	3025650	3470588	4492
NOG00126	3470277	3949	3024680
NOG00127	3470801	4188	5746	3025444
NOG00128	6969	5033	6527	3024805	3740	6811	3470434	5716	3748
NOG00129	3470640	3025070	5504
NOG00130	3469624	4508	3024923
NOG00131	5667	3470676	3024874
NOG00132	3469782	4823	3024310
NOG00133	6104	3024600	3469885
NOG00134	3024311	4822	3469781
NOG00135	4138	3025681	3470131
NOG00136	3469862	6854	3024300
NOG00137	3024861	6267	3470615
NOG00138	4121	3469791	3025567
NOG00139	3024789	6168	3470796
NOG00140	6156	3025074	3469760
NOG00141	3469671	5296	3025123
NOG00142	3024306	3470504	6047
NOG00143	3025460	3470008	4577
NOG00144	3469502	6114	3024813
NOG00145	4414	3470798	3024304
NOG00146	3469663	4330	3024893
NOG00147	3786	3470509	3025575
NOG00148	6349	3024756	3470771
NOG00149	3025373	4307	3470805
NOG00150	3025116	5082	3470634
NOG00151	3470117	3024495	4899
NOG00152	3951	3024998	3470070
NOG00153	3471093	3025525	6497
NOG00154	3469607	3025149	6510
NOG00155	4489	3024878	3470680
NOG00156	3470228	5475	3025110
NOG00157	6946	3025236	3469575
NOG00158	3469787	5849	3025659
NOG00159	3939	3024459	3469771
NOG00160	4344	3470317	3025041
NOG00161	3470325	4285	3024217
NOG00162	3470539	3024468	4974
NOG00163	3025155	6044	3469751
NOG00164	4484	3024324	3470749
NOG00165	3469515	4522	3024456
NOG00166	6518	3025298	3469924
NOG00167	3025547	4695	3470371
NOG00168	6494	3470506	3025181
NOG00169	4898	3470923	3024748
NOG00170	3470656	4114	3025316
NOG00171	3024664	3469887	4821
NOG00172	6834	3025430	3470666
NOG00173	3469836	3024116	5236
NOG00174	3471029	4234	3025563
NOG00175	6940	3470022	3025159
NOG00176	3470936	3025499	5313
NOG00177	6096	3470129	3025077
NOG00178	3024354	3470859	4141
NOG00179	3470017	3024905	4814
NOG00180	3024673	3470342	4041
NOG00181	3952	3470071	3024158
NOG00182	3024619	6979	3470132
NOG00183	5075	3469988	3024347
NOG00184	5393	3470255	3024465
NOG00185	5553	3469983	3024693
NOG00186	3025591	3471024	6106
NOG00187	6264	3024785	3470243
NOG00188	3024305	5969	3470021
NOG00189	3024817	5239	3470107
NOG00190	3024942	6942	3470244
NOG00191	6948	3469576	3025235
NOG00192	3469941	3025293	4913
NOG00193	3470128	3025076	6097
NOG00194	3469940	3025294	4912
NOG00195	4764	3024956	3470056
NOG00196	3470932	3024732	6726
NOG00197	5153	3470212	3025531
NOG00198	3024125	4709	3471016
NOG00199	3024367	4960	3469778
NOG00200	6155	3025503	3471065
NOG00201	4927	3025407	3471077
NOG00202	3469788	6824	3024871
NOG00203	3025351	3469840	3772
NOG00204	3024115	3469835	4813
NOG00205	3471034	4938	3025397
NOG00206	3024809	3470126	6109
NOG00207	3025651	4491	3470587
NOG00208	3469741	3686	3024501	4610	4274
NOG00209	3470841	3790	3025526
NOG00210	6476	3025610	3470781
NOG00211	3470851	6742	3024836
NOG00212	3470134	4276	3024278
NOG00213	6785	3024935	3469838
NOG00214	3938	3024460	3469772
NOG00215	3469825	3024206	5026
NOG00216	5454	5711	5930	3024316	3470989
NOG00217	3674	3024787	3470242
NOG00218	6706	3470235	3024338
NOG00219	3469992	3024504	5921
NOG00220	3470612	3024864	6651
NOG00221	3024888	3470354	5975
NOG00222	3024757	3469604	5973
NOG00223	6046	3469750	3024119
NOG00224	3470359	4514	3024197
NOG00225	3470699	6602	3024474	3705
NOG00226	3470978	4943	3025391
NOG00227	3024723	3470462	5399
NOG00228	6750	3470602	3025060
NOG00229	3025472	5967	3469731
NOG00230	3024124	5398	3471021
NOG00231	3911	5445	3024926	3469621
NOG00232	3470464	3024725	6100
NOG00233	4233	3471030	3025562
NOG00234	3469656	3025587	5750
NOG00235	3025380	3469798	4091
NOG00236	6949	3470556	3024959
NOG00237	3024688	3470040	4608
NOG00238	6517	3025299	3469923
NOG00239	3471080	3025410	4924
NOG00240	3469955	4255	3024700
NOG00241	5749	3471007	3024242
NOG00242	4056	5893	3025361	3470959
NOG00243	3469712	6850	3025622
NOG00244	3470023	3025158	4659
NOG00245	4942	3470977	3025392
NOG00246	3470990	3025117	5068
NOG00247	4488	3025354	3469692
NOG00248	3471075	4929	3025405
NOG00249	5189	3470102	3024622
NOG00250	3024411	3469571	4547
NOG00251	3910	3471003	3024252
NOG00252	3470075	3025346	6064
NOG00253	3469532	3025433	4427
NOG00254	5276	3024286	3469997
NOG00255	3024869	4202	3469636
NOG00256	3470369	3025549	4697
NOG00257	6961	3025197	3469500
NOG00258	3024816	5240	3470108
NOG00259	3025028	3471027	4963
NOG00260	3470951	4060	3025369
NOG00261	3470100	3682	3024624
NOG00262	4519	3024118	3469833
NOG00263	3024845	4405	3470687
NOG00264	3024958	3470555	5496
NOG00265	3469639	3025458	4591
NOG00266	3024579	3470637	5904
NOG00267	3470146	4456	3025245
NOG00268	3025000	5929	3470068
NOG00269	3469730	5968	3025473
NOG00270	3470645	5843	3025679
NOG00271	3024200	4864	3469591
NOG00272	3024929	4536	3470610
NOG00273	6770	3469987	3024348
NOG00274	3470416	4515	3024393
NOG00275	3470338	3024677	5192
NOG00276	5971	3024873	3470675
NOG00277	5483	3470635	3025121
NOG00278	3469547	6740	3025532
NOG00279	3025394	4940	3470975
NOG00280	6655	3024985	3470223
NOG00281	3025378	4093	3469799
NOG00282	3024967	6836	3469743
NOG00283	4284	3470185	3025308
NOG00284	3470246	3025319	4487
NOG00285	5054	3024764	3471018
