NOG00001	1349619	1199226	1251713
NOG00002	1192872	1263490	1351074
NOG00003	1198233	1347384	1355261	1265259
NOG00004	1256207	1346399	1197443
NOG00005	1193978	1251925	1349880
NOG00006	1193446	1252469	1347958
NOG00007	1347068	1256695	1197872
NOG00008	1194663	1264955	1345977
NOG00009	1194927	1348489	1261965
NOG00010	1345814	1194987	1254555
NOG00011	1195667	1254823	1353726
NOG00012	1264550	1350598	1196242
NOG00013	1351409	1259146	1194506
NOG00014	1353874	1194619	1259409
NOG00015	1259419	1194907	1347508
NOG00016	1265348	1345372	1196221
NOG00017	1354151	1257349	1199189
NOG00018	1255805	1349170	1193404
NOG00019	1262903	1197272	1346382
NOG00020	1198720	1262544	1349855
NOG00021	1351176	1257000	1196923
NOG00022	1261928	1190368	1352152
NOG00023	1192981	1352167	1255328
NOG00024	1353778	1264485	1191095
NOG00025	1264524	1345229	1196709
NOG00026	1256783	1196996	1345302
NOG00027	1193260	1352968	1259082
NOG00028	1352110	1193264	1254800
NOG00029	1255429	1202358	1353974
NOG00030	1251940	1196629	1349376
NOG00031	1353015	1194635	1262318
NOG00032	1195929	1253151	1348725
NOG00033	1354814	1344689	1263491	1192871
NOG00034	1344825	1196055	1254185
NOG00035	1265522	1349364	1191783
NOG00036	1194725	1263162	1345587
NOG00037	1257580	1352431	1191168
NOG00038	1349116	1192294	1251937
NOG00039	1264924	1193732	1354963	1350015
NOG00040	1192094	1353310	1264054
NOG00041	1253358	1194842	1346641
NOG00042	1352500	1260244	1196506
NOG00043	1264669	1193098	1351950
NOG00044	1260020	1353922	1191356
NOG00045	1256715	1197874	1349467
NOG00046	1254282	1350454	1200554
NOG00047	1197695	1256332	1350726
NOG00048	1262799	1347782	1200846
NOG00049	1354737	1262279	1190037	1349663	1345205
NOG00050	1262825	1348608	1354864	1190036
NOG00051	1347064	1258252	1199181
NOG00052	1255821	1192687	1351228
NOG00053	1259004	1195224	1351476
NOG00054	1264697	1191293	1345774
NOG00055	1200124	1259700	1345981
NOG00056	1258543	1349850	1193701
NOG00057	1197991	1264973	1349118
NOG00058	1253084	1347638	1195650
NOG00059	1264497	1351189	1197774
NOG00060	1191696	1256378	1351586
NOG00061	1264039	1197380	1346676
NOG00062	1345027	1257524	1192317	1251710
NOG00063	1262465	1200256	1351887
NOG00064	1265518	1196076	1347400
NOG00065	1354167	1196378	1254967
NOG00066	1352515	1263331	1189846
NOG00067	1193176	1260793	1351035
NOG00068	1350116	1255509	1197359
NOG00069	1349835	1196636	1252758
NOG00070	1255317	1198363	1354521
NOG00071	1200205	1347093	1260929
NOG00072	1259376	1196232	1350397
NOG00073	1259502	1348593	1354574	1193521
NOG00074	1263741	1348196	1195701
NOG00075	1190440	1346450	1263755
NOG00076	1253924	1350891	1190201
NOG00077	1352092	1192413	1255907
NOG00078	1255594	1348650	1195526
NOG00079	1193597	1260631	1350221
NOG00080	1201564	1257357	1354049
NOG00081	1262856	1198381	1348877
NOG00082	1353994	1254223	1192472
NOG00083	1190961	1354473	1265514
NOG00084	1197593	1264847	1352051
NOG00085	1190121	1348124	1258923
NOG00086	1352706	1251952	1191659
NOG00087	1262646	1348681	1254923	1198454
NOG00088	1253407	1351326	1190084
NOG00089	1201064	1254440	1347449
NOG00090	1253803	1190141	1354320
NOG00091	1257989	1201547	1192729	1348712
NOG00092	1200239	1352053	1260039
NOG00093	1345438	1191399	1252070
NOG00094	1193208	1257937	1352864
NOG00095	1200684	1347442	1261742
NOG00096	1264590	1192368	1353449
NOG00097	1195106	1264447	1351888
NOG00098	1264019	1346592	1193936
NOG00099	1198393	1256459	1350989
NOG00100	1348689	1261660	1200279
NOG00101	1258505	1197759	1353617
NOG00102	1347153	1199896	1264608
NOG00103	1354865	1352454	1189856	1264600
NOG00104	1196849	1256140	1349690
NOG00105	1265497	1193963	1351095
NOG00106	1264930	1194821	1347818
NOG00107	1257766	1354357	1192539
NOG00108	1258457	1197938	1348275
NOG00109	1192084	1259482	1352143
NOG00110	1258029	1354761	1191333
NOG00111	1253683	1346413	1198388
NOG00112	1344748	1253532	1193174
NOG00113	1253477	1346838	1192436
NOG00114	1200600	1346030	1253162
NOG00115	1199345	1263540	1350174
NOG00116	1253886	1344958	1200812
NOG00117	1200136	1352355	1260021
NOG00118	1346427	1192185	1251681
NOG00119	1255581	1200945	1347968
NOG00120	1349093	1193698	1258658
NOG00121	1258163	1350447	1190806
NOG00122	1197052	1264430	1351893
NOG00123	1348413	1262573	1196239
NOG00124	1196187	1345495	1260194
NOG00125	1192446	1264683	1351719
NOG00126	1264764	1192651	1350343
NOG00127	1346777	1258507	1200636
NOG00128	1257003	1354321	1348105	1197549
NOG00129	1196630	1349735	1260410
NOG00130	1252689	1196667	1348446
NOG00131	1264306	1191514	1345195
NOG00132	1345012	1255571	1199669
NOG00133	1193631	1351085	1263536
NOG00134	1352146	1260458	1196158
NOG00135	1354467	1200764	1260901
NOG00136	1191249	1258210	1353120
NOG00137	1351444	1190085	1257699
NOG00138	1259276	1354541	1191240
NOG00139	1347822	1260128	1194850
NOG00140	1191989	1257393	1350963
NOG00141	1190426	1349130	1264769
NOG00142	1192782	1252047	1346362
NOG00143	1346222	1197919	1251831
NOG00144	1348825	1253636	1201907
NOG00145	1195460	1259348	1346182
NOG00146	1345340	1265123	1196679
NOG00147	1193155	1255894	1352779
NOG00148	1256285	1354949	1254050	1194162	1346252
NOG00149	1349869	1190489	1258462
NOG00150	1345689	1262527	1189818
NOG00151	1353307	1198441	1256445
NOG00152	1199760	1263918	1354933	1349734
NOG00153	1351829	1189899	1256009
NOG00154	1190741	1257940	1349251
NOG00155	1196484	1344844	1260252
NOG00156	1263888	1354672	1193770
NOG00157	1196204	1251839	1344871
NOG00158	1255845	1349164	1191937
NOG00159	1190427	1347031	1262561
NOG00160	1253265	1191886	1352083
NOG00161	1253639	1195060	1345992
NOG00162	1253353	1190499	1345957
NOG00163	1190477	1264645	1352691
NOG00164	1191674	1259310	1352548
NOG00165	1256589	1347168	1198185
NOG00166	1254040	1201200	1349303
NOG00167	1351254	1355079	1191733	1261591
NOG00168	1346234	1196958	1262830
NOG00169	1265330	1347611	1200436	1200440
NOG00170	1351202	1253664	1190157
NOG00171	1346131	1260887	1197353
NOG00172	1349570	1190205	1259964
NOG00173	1353603	1194037	1260730
NOG00174	1258301	1192140	1347680
NOG00175	1252097	1193300	1348697
NOG00176	1192060	1345093	1261436
NOG00177	1264737	1345762	1197078
NOG00178	1194516	1347190	1253473
NOG00179	1257510	1193700	1347519
NOG00180	1193674	1258197	1347685
NOG00181	1354306	1195936	1251788
NOG00182	1264960	1350883	1196784
NOG00183	1195021	1265373	1351831
NOG00184	1352827	1200920	1254575
NOG00185	1200849	1253897	1344642
NOG00186	1191361	1264234	1354108
NOG00187	1256394	1199170	1345888
NOG00188	1193472	1347780	1263476
NOG00189	1190872	1258219	1350217
NOG00190	1258168	1349417	1200204
NOG00191	1253417	1345710	1190082
NOG00192	1198138	1260731	1349283
NOG00193	1257412	1355230	1351088	1193334
NOG00194	1346151	1257914	1190998
NOG00195	1258415	1191822	1354516
NOG00196	1256607	1201412	1198966	1351603
NOG00197	1350708	1253171	1192595
NOG00198	1194601	1351222	1251820
NOG00199	1254412	1348584	1200689
NOG00200	1191262	1351201	1258612
NOG00201	1192159	1251985	1347358
NOG00202	1257309	1354387	1190871
NOG00203	1256363	1352104	1199941
NOG00204	1350686	1261205	1193829
NOG00205	1354297	1252295	1190716
NOG00206	1352435	1191605	1257621
NOG00207	1255818	1350700	1191466
NOG00208	1264275	1348768	1194083
NOG00209	1195482	1253048	1346443
NOG00210	1189828	1264580	1346264
NOG00211	1255025	1194772	1345284
NOG00212	1254491	1194260	1349161
NOG00213	1190723	1260922	1347063	1350122
NOG00214	1353518	1253584	1192202
NOG00215	1351114	1194523	1255802
NOG00216	1350658	1195433	1254680
NOG00217	1190589	1351416	1263292
NOG00218	1191236	1349162	1262124
NOG00219	1353203	1353939	1346986	1196211	1347458	1346470	1345360	1260306
NOG00220	1198524	1350202	1256354
NOG00221	1262859	1348053	1193400
NOG00222	1348619	1252136	1190840	1191522
NOG00223	1264777	1197713	1349071
NOG00224	1257290	1348067	1192553
NOG00225	1193295	1352710	1265467
NOG00226	1254475	1345207	1200620
NOG00227	1189815	1262088	1348344
NOG00228	1199767	1351012	1252103
NOG00229	1352945	1257790	1347213	1252358	1353107	1194339
NOG00230	1345263	1262217	1196820
NOG00231	1348914	1190389	1251678
NOG00232	1190135	1255112	1346631
NOG00233	1191566	1350295	1253229
NOG00234	1255369	1196956	1349614
NOG00235	1347234	1195005	1254784
NOG00236	1191160	1345649	1251938
NOG00237	1259169	1191243	1352057
NOG00238	1348251	1199488	1252421
NOG00239	1190621	1253340	1346396
NOG00240	1192930	1346012	1263615
NOG00241	1192535	1350871	1257215
NOG00242	1349120	1262863	1192160
NOG00243	1194455	1347666	1260490
NOG00244	1344903	1192641	1254438
NOG00245	1345358	1253816	1201307
NOG00246	1196631	1262210	1352158
NOG00247	1193736	1348816	1253283
NOG00248	1197726	1344652	1255293
NOG00249	1258094	1193045	1348565
NOG00250	1199808	1265371	1351679
NOG00251	1194294	1254878	1349948
NOG00252	1255110	1350409	1190196
NOG00253	1260478	1352010	1196649
NOG00254	1255286	1349507	1198132
NOG00255	1349187	1260004	1200370
NOG00256	1354258	1252823	1194105
NOG00257	1196393	1254524	1346377
NOG00258	1264994	1197268	1347546
NOG00259	1348357	1254835	1193584
NOG00260	1199980	1261969	1349238
NOG00261	1198665	1350869	1256010
NOG00262	1264134	1354045	1190622
NOG00263	1253904	1350406	1199258
NOG00264	1198811	1346408	1255511
NOG00265	1349862	1193572	1253996
NOG00266	1191568	1265192	1345258
NOG00267	1199069	1199070	1264962	1256860	1347839
NOG00268	1253902	1193607	1352582
NOG00269	1351754	1253398	1192386
NOG00270	1257103	1197362	1348896
NOG00271	1348726	1264731	1194286
NOG00272	1346304	1194031	1260339
NOG00273	1251912	1191922	1349191
NOG00274	1192200	1262967	1346371
NOG00275	1194647	1253644	1345017
NOG00276	1252861	1353089	1189900
NOG00277	1262282	1190547	1353797
NOG00278	1197866	1257137	1353587
NOG00279	1347236	1194313	1254714
NOG00280	1191737	1257711	1350792
NOG00281	1256700	1351763	1198112
