NOG04000	3709802	4015226
NOG04001	4011953	3707286
NOG04002	4010384	3706350
NOG04003	3708303	4012402
NOG04004	3706276	4010318
NOG04005	4015541	3709586
NOG04006	3709767	4014615
NOG04007	4013616	3710061	4010830
NOG04008	4013835	3706423
NOG04009	4014725	3709282
NOG04010	4015236	3709856
NOG04011	4013297	3707322
NOG04012	3709680	4011899
NOG04013	3707892	4014291
NOG04014	3707371	4014401
NOG04015	3708901	4014454
NOG04016	4013859	3710358
NOG04017	3710178	4011405
NOG04018	4011056	3706412
NOG04019	4013434	3708735
NOG04020	4015249	3709897
NOG04021	4012220	3707012
NOG04022	3710465	4012889
NOG04023	4010690	3707068
NOG04024	4012587	3709146
NOG04025	3706489	4013185
NOG04026	3706829	4013079
NOG04027	4014281	3707397
NOG04028	4014511	3709092
NOG04029	4015220	3709772
NOG04030	3707740	4013812
NOG04031	4015453	3710144
NOG04032	3709982	4010909
NOG04033	4011577	3709198
NOG04034	4014165	3709796
NOG04035	3709390	4014268
NOG04036	4013037	3708731
NOG04037	3707921	4013927
NOG04038	3706490	4011931
NOG04039	4012586	3707354
NOG04040	3709911	4015272
NOG04041	3709661	4015114
NOG04042	4014655	3709216
NOG04043	4011269	3707282
NOG04044	4011366	3707412
NOG04045	4010665	3706540
NOG04046	4014125	3707762
NOG04047	3706328	4010363
NOG04048	4014764	3709317
NOG04049	4010683	3707061
NOG04050	4011856	3707948
NOG04051	3709863	4012075
NOG04052	4014999	3709468
NOG04053	3707876	4013966
NOG04054	3707456	4011414
NOG04055	4014876	3709402
NOG04056	3709344	4014803
NOG04057	3709238	4014699
NOG04058	4011644	3708667
NOG04059	3707637	4011488
NOG04060	4012316	3707619
NOG04061	3707883	4013959
NOG04062	3709231	4014690
NOG04063	4010837	3709730
NOG04064	3707074	4012841
NOG04065	4014770	3709320
NOG04066	4010535	3706904
NOG04067	4013180	3708093
NOG04068	3709274	4014720
NOG04069	3709647	4015089
NOG04070	4011707	3708596
NOG04071	4012990	3706994
NOG04072	4010932	3709424
NOG04073	3708778	4014323
NOG04074	4012134	3710206
NOG04075	4012115	3706556
NOG04076	4014466	3708913
NOG04077	4013878	3707998
NOG04078	3709029	4011891
NOG04079	4014314	3708758
NOG04080	3708132	4015160	4015161	4015149
NOG04081	4010566	3706928
NOG04082	4011096	3709986
NOG04083	3709432	4014916
NOG04084	3709342	4014798
NOG04085	4012007	3706682
NOG04086	4014580	3709162
NOG04087	3707834	4014003
NOG04088	3707088	4012531
NOG04089	4012967	3707152
NOG04090	4010569	3706931
NOG04091	3710309	4010804
NOG04092	3707148	4015310
NOG04093	3707301	4011019
NOG04094	3710032	4013352
NOG04095	4010513	3706710
NOG04096	3707752	4014133
NOG04097	3706717	4010518
NOG04098	3706637	4010588
NOG04099	4014986	3709450
NOG04100	4015371	3710067
NOG04101	3706355	4010389
NOG04102	3707253	4015147	4014878
NOG04103	4011754	3708546
NOG04104	3710376	4012591
NOG04105	3709174	4014592
NOG04106	3707325	4013301
NOG04107	3709286	4014731
NOG04108	4014239	3707066
NOG04109	3708853	4010955
NOG04110	3709170	4014588
NOG04111	3707848	4013992
NOG04112	3708707	4011929
NOG04113	3708622	4011688
NOG04114	3706308	4010345
NOG04115	3710112	4015429
NOG04116	4013035	3707603
NOG04117	4014415	3708850
NOG04118	4014604	3709187
NOG04119	4013619	3709089
NOG04120	4013643	3708129
NOG04121	4011086	3706604
NOG04122	3710343	3710439	4010883	4010742
NOG04123	3707891	4014292
NOG04124	4015471	3710161
NOG04125	3709355	4014828
NOG04126	3710314	4015539
NOG04127	4010370	3706336
NOG04128	3709948	4015349
NOG04129	4014459	3708905
NOG04130	4015437	3709791
