NOG04000	2030494	2039667
NOG04001	2021759	2043334
NOG04002	2027830	2043903
NOG04003	2021485	2045852
NOG04004	2056326	2031718
NOG04005	2045107	2020554
NOG04006	2056952	2016628
NOG04007	2045919	2031604
NOG04008	2022342	2051262
NOG04009	2039310	2018097	2036141
NOG04010	2022790	2057966
NOG04011	2020544	2046803
NOG04012	2044361	2038230
NOG04013	2017723	2044483
NOG04014	2052171	2017306
NOG04015	2018531	2050893
NOG04016	2045029	2019469
NOG04017	2041944	2033893
NOG04018	2016753	2055622
NOG04019	2031834	2050719
NOG04020	2051726	2054083	2035562	2031003	2035732
NOG04021	2045049	2025097
NOG04022	2035306	2038301
NOG04023	2033483	2054389
NOG04024	2021755	2038605
NOG04025	2041868	2021366
NOG04026	2024797	2042615
NOG04027	2047422	2033948
NOG04028	2029497	2040620
NOG04029	2021058	2048136
NOG04030	2046830	2027626
NOG04031	2046000	2037389
NOG04032	2049559	2033336
NOG04033	2016904	2048186
NOG04034	2053823	2024170
NOG04035	2057643	2025315	2043103
NOG04036	2040167	2021842
NOG04037	2022974	2049266
NOG04038	2039762	2038066
NOG04039	2049729	2037299
NOG04040	2033352	2049816
NOG04041	2034044	2047182
NOG04042	2055664	2024549
NOG04043	2034876	2053072
NOG04044	2034701	2044908
NOG04045	2040605	2034356
NOG04046	2028628	2047348
NOG04047	2047295	2019854
NOG04048	2057040	2031033	2027434	2055490	2044822
NOG04049	2052689	2036175
NOG04050	2035914	2041576
NOG04051	2027723	2038250
NOG04052	2039973	2017417
NOG04053	2041870	2019888
NOG04054	2044973	2037879
NOG04055	2032755	2047591
NOG04056	2030715	2042064
NOG04057	2029065	2053861
NOG04058	2024775	2038850
NOG04059	2038259	2032616
NOG04060	2022518	2039683
NOG04061	2051803	2028230
NOG04062	2035709	2050823
NOG04063	2031500	2042621	2025505
NOG04064	2040023	2031895
NOG04065	2048886	2022067
NOG04066	2022248	2051722
NOG04067	2026894	2046791
NOG04068	2024371	2045282
NOG04069	2047970	2034726
NOG04070	2022266	2040765
NOG04071	2039607	2026110
NOG04072	2028890	2047120
NOG04073	2036918	2045397
NOG04074	2052679	2019345
NOG04075	2041144	2025604	2052755
NOG04076	2053461	2019142
NOG04077	2058210	2017750
NOG04078	2027781	2053697
NOG04079	2052740	2022396
NOG04080	2030242	2045587
NOG04081	2050843	2018695
NOG04082	2033116	2042468
NOG04083	2030365	2051003
NOG04084	2057230	2024262
NOG04085	2045565	2018030
NOG04086	2031336	2044384
NOG04087	2035256	2050122
NOG04088	2035715	2051742
NOG04089	2018199	2040839
NOG04090	2038256	2031422
NOG04091	2024309	2045078
NOG04092	2019839	2044683
NOG04093	2030113	2053738
NOG04094	2047611	2035400
NOG04095	2055823	2033133
NOG04096	2023013	2048761
NOG04097	2019286	2042434
NOG04098	2020880	2048045
NOG04099	2055564	2019735
NOG04100	2036989	2038618
NOG04101	2022886	2039893
NOG04102	2045296	2029816
NOG04103	2043297	2026196
NOG04104	2022979	2050521
NOG04105	2027650	2039844
NOG04106	2040575	2023469
NOG04107	2053964	2036961
NOG04108	2033062	2044891	2021982
NOG04109	2042484	2024357
NOG04110	2021958	2044066
NOG04112	2041762	2027936
NOG04113	2022624	2038799
NOG04114	2021225	2053105
NOG04115	2048832	2032691
NOG04116	2023922	2056213
NOG04117	2057674	2032921
NOG04118	2040702	2027665
NOG04119	2042180	2025793
NOG04120	2034166	2057946
NOG04121	2049585	2032719
NOG04122	2043152	2017496
NOG04123	2020210	2050921
NOG04124	2023439	2048388
NOG04125	2031068	2050477	2023717
NOG04126	2027963	2039321
NOG04127	2051095	2028608
NOG04128	2021910	2040521
NOG04129	2047321	2033763
NOG04130	2046545	2036714
NOG04131	2027568	2039857
NOG04132	2051451	2026134
NOG04133	2017684	2041523
NOG04134	2019685	2039980
NOG04135	2020138	2039824
NOG04136	2043433	2029345
NOG04137	2055500	2029147
NOG04138	2026301	2046872
NOG04139	2032270	2040818
NOG04140	2026374	2041657
NOG04141	2017783	2039904
NOG04142	2041264	2018756
NOG04143	2049818	2029474
NOG04144	2057807	2026482
NOG04145	2039684	2018507
NOG04146	2032417	2046134
NOG04147	2045311	2026448
NOG04148	2019482	2055214
NOG04149	2019504	2041813
NOG04150	2051739	2016686
NOG04151	2037895	2041694
NOG04152	2053841	2025203
NOG04153	2027847	2051845
NOG04154	2021426	2041890
NOG04155	2047497	2022472
NOG04156	2045332	2018509
NOG04157	2026071	2051207
NOG04158	2050495	2023616
NOG04159	2028615	2056364
NOG04160	2044420	2024804
NOG04161	2037385	2055725
NOG04162	2047869	2017117
NOG04163	2027018	2054930
NOG04164	2023218	2051454
NOG04165	2039573	2024327
NOG04166	2033543	2039272
NOG04167	2018657	2052430
NOG04168	2037996	2049745
NOG04169	2032061	2039299
NOG04170	2046060	2035334
NOG04171	2042663	2029373
NOG04172	2042392	2020072
NOG04173	2039433	2035073
NOG04174	2040947	2034311
NOG04175	2028268	2048447
NOG04176	2034534	2054098
NOG04177	2018360	2048625
NOG04178	2026042	2048458	2055729	2032777
NOG04179	2017176	2038727
NOG04180	2038430	2034416
NOG04181	2037084	2042019
NOG04182	2019178	2045032
NOG04183	2050885	2035510
NOG04184	2032151	2049986
NOG04185	2019181	2052447
NOG04186	2032215	2040292
NOG04187	2048094	2024609
NOG04188	2019841	2044682
NOG04189	2039710	2037939
NOG04190	2038706	2029379
NOG04191	2016624	2048007	2034410
NOG04192	2050014	2037983
NOG04193	2024752	2042976
NOG04194	2046883	2029443
NOG04195	2025349	2040099
NOG04196	2051419	2029533
NOG04197	2049118	2022111
NOG04198	2040918	2021746
NOG04199	2024281	2042162
NOG04200	2024019	2052060
NOG04201	2045556	2031497
NOG04202	2023882	2042016
NOG04203	2044088	2037721
NOG04204	2045326	2025411
NOG04205	2028827	2049515
NOG04206	2040461	2028253
NOG04207	2037158	2048951
NOG04208	2023900	2047395
NOG04209	2055472	2029130
NOG04210	2024646	2040419
NOG04211	2047030	2018866
NOG04212	2042455	2028978
NOG04213	2037821	2042873
NOG04214	2049871	2029999
NOG04215	2054738	2036358	2036474
NOG04216	2019744	2042109
NOG04217	2034669	2038917
NOG04218	2040562	2024785
NOG04219	2052127	2028719
NOG04220	2020969	2047928
NOG04221	2020527	2054170
NOG04222	2045758	2025813
NOG04223	2053987	2021380
NOG04224	2029456	2041016
NOG04225	2025805	2051547
NOG04226	2031809	2054449
NOG04227	2021726	2042134
NOG04228	2033098	2049253
NOG04229	2027795	2042149
NOG04230	2027799	2046717
NOG04231	2056024	2022552	2046410
NOG04232	2038810	2026654
NOG04233	2041924	2026081
NOG04234	2027483	2049185
NOG04235	2044923	2016616
NOG04236	2053756	2030892
NOG04237	2021997	2042965
NOG04238	2050876	2018552
NOG04239	2025124	2046238
NOG04240	2022413	2047440
NOG04241	2049321	2031667
NOG04242	2044919	2020455
NOG04243	2040154	2021774
NOG04244	2025886	2039746
NOG04245	2017091	2049222
NOG04246	2029136	2056021
NOG04247	2023867	2038554
NOG04248	2032858	2055814
NOG04249	2026291	2043954
NOG04250	2050812	2028504
NOG04251	2044877	2031546
NOG04252	2052582	2020413
NOG04253	2021202	2041986
NOG04254	2037850	2046414
NOG04255	2033670	2046163
NOG04256	2050463	2023789
NOG04257	2043731	2016621
NOG04258	2041612	2026173
NOG04259	2024792	2046407
NOG04260	2024743	2052870
NOG04261	2047535	2025352
NOG04262	2028804	2047223
NOG04263	2032510	2042241
NOG04264	2038567	2037650
NOG04265	2020517	2051924
NOG04266	2038431	2019867
NOG04267	2024513	2041903
NOG04268	2018012	2051522
NOG04269	2042360	2019438
NOG04270	2024908	2044808
NOG04271	2027969	2045939
NOG04272	2056298	2028503
NOG04273	2032064	2043139
NOG04274	2040851	2026498
NOG04275	2050981	2022678
NOG04276	2054037	2031368
NOG04277	2053622	2023830
NOG04278	2038924	2028524
NOG04279	2024247	2039725
NOG04280	2034630	2046294
NOG04281	2050180	2021434
NOG04282	2048465	2019188
NOG04283	2057138	2029364	2035694
NOG04284	2046156	2018911
NOG04285	2021734	2039168
NOG04286	2053317	2036691
NOG04287	2034348	2048252
NOG04288	2052841	2018201
NOG04289	2039935	2035828
NOG04290	2023974	2051011
NOG04291	2040059	2027559
NOG04292	2030633	2039242
NOG04293	2039673	2017285
NOG04294	2040921	2025254
NOG04295	2049622	2017379
NOG04296	2016644	2016652	2043516
NOG04297	2027602	2051123
NOG04298	2039485	2020252
NOG04299	2031343	2048549
NOG04300	2020173	2053540	2020171
NOG04301	2028564	2041357
NOG04302	2033994	2044573
NOG04303	2032540	2048485
NOG04304	2043065	2018141
NOG04305	2040696	2016812
NOG04306	2031554	2031917	2044992
NOG04307	2028049	2043753
NOG04308	2045618	2026659
NOG04309	2052167	2018977
NOG04310	2016695	2051273
NOG04311	2044010	2016718
NOG04312	2027203	2056373
NOG04313	2029532	2048819
NOG04314	2022577	2049258
NOG04315	2029025	2051303
NOG04316	2049428	2030624
NOG04317	2040203	2031628
NOG04318	2034232	2041066
NOG04319	2022322	2039203
NOG04320	2023275	2043416
NOG04321	2017160	2054604
NOG04322	2033170	2048927
NOG04323	2038423	2037619
NOG04324	2019758	2044609
NOG04325	2039391	2021449
NOG04326	2039568	2022051
NOG04327	2053337	2034192	2026463
NOG04328	2023236	2041970
NOG04329	2040470	2033228
NOG04330	2026132	2043262
NOG04331	2043902	2024502
NOG04332	2032091	2054520
NOG04333	2046056	2034888	2031435
NOG04334	2021541	2038954
NOG04335	2025020	2052718
NOG04336	2050376	2024373
NOG04337	2030600	2040465
NOG04338	2023427	2039190
NOG04339	2016795	2057295
NOG04340	2036887	2040278	2033901
NOG04341	2047093	2021323
NOG04342	2032671	2051609
NOG04343	2037890	2043116
NOG04344	2039059	2026834
NOG04345	2018152	2052253
NOG04346	2020572	2049518
NOG04347	2024360	2055137
NOG04348	2046858	2019310
NOG04349	2029462	2051368
NOG04350	2036968	2044268
NOG04351	2049256	2035428	2049255
NOG04352	2034493	2045487
NOG04353	2058182	2028307
NOG04354	2023332	2051400
NOG04355	2049219	2026111
NOG04356	2055255	2017244
NOG04357	2036558	2050213
NOG04358	2020298	2053035
NOG04359	2020195	2048056
NOG04360	2038266	2034333
NOG04361	2048650	2031481	2021640
NOG04362	2018775	2040065
NOG04363	2037157	2056732
NOG04364	2021305	2052061
NOG04365	2049971	2020280
NOG04366	2045349	2025210
NOG04367	2052021	2022784
NOG04368	2024643	2056651
NOG04369	2055176	2037589	2017466
NOG04370	2024143	2044368
NOG04371	2049267	2032113
NOG04372	2021468	2038404
NOG04373	2051065	2029995
NOG04374	2017416	2045630
NOG04375	2018646	2044756
NOG04376	2043291	2017801
NOG04377	2045770	2017872
NOG04378	2055414	2057841	2016843
NOG04379	2021153	2056358
NOG04380	2040874	2027316
NOG04381	2019652	2049009
NOG04382	2035131	2050173
NOG04383	2044557	2027131	2027133	2027132
NOG04384	2023535	2057387
NOG04385	2053240	2036510
NOG04386	2047644	2017831
NOG04387	2019488	2048751
NOG04388	2035491	2042856
NOG04389	2039940	2029552
NOG04390	2020401	2053857
NOG04391	2043097	2024243
NOG04392	2046627	2019907
NOG04393	2036015	2050880
NOG04394	2038003	2040383
NOG04395	2017513	2046190
NOG04396	2037233	2054902
NOG04397	2045340	2017228
NOG04398	2049823	2030513
NOG04399	2024252	2042395
NOG04400	2025116	2047465
NOG04401	2052026	2026013
NOG04402	2055850	2020442
NOG04403	2038540	2026117
NOG04404	2037658	2043177
NOG04405	2043712	2028282
NOG04406	2020154	2047493
NOG04407	2052751	2033152
NOG04408	2049601	2038178
NOG04409	2020938	2042451
NOG04410	2020662	2051269
NOG04411	2047176	2018694
NOG04412	2028370	2048289
NOG04413	2038854	2029494
NOG04414	2032111	2049456	2024211
NOG04415	2047074	2017738
NOG04416	2045975	2029865
NOG04417	2039475	2028141
NOG04418	2018976	2045710
NOG04419	2046447	2021167
NOG04420	2056829	2057893	2026919
NOG04421	2033316	2039261
NOG04422	2017825	2049597	2034910
NOG04423	2017088	2051749
NOG04424	2021248	2038297
NOG04425	2045448	2030718
NOG04426	2049814	2017210
NOG04427	2034828	2042941
NOG04428	2024723	2046078
NOG04429	2045333	2025760
NOG04430	2019840	2056183	2052506
NOG04431	2017584	2047597
NOG04432	2039288	2029178
NOG04433	2031980	2045960
NOG04434	2037830	2039223
NOG04435	2026270	2042816
NOG04436	2021516	2042197
NOG04437	2029439	2049688
NOG04438	2031631	2042571
NOG04439	2049502	2019158
NOG04440	2054412	2031249
NOG04441	2034801	2052162
NOG04442	2042006	2026765
NOG04443	2038622	2035624
NOG04444	2020164	2055913
NOG04445	2046493	2024637
NOG04446	2046176	2021164
NOG04447	2026873	2042038
NOG04448	2034358	2048187
NOG04449	2046100	2028712
NOG04450	2019385	2040010
NOG04451	2031495	2041308
NOG04452	2028333	2049530
NOG04453	2041755	2029140
NOG04454	2050556	2025731
NOG04455	2027143	2045478
NOG04456	2028643	2058074
NOG04457	2040847	2032559
NOG04458	2040361	2037858
